"DeploymentSqlID","DeploymentJobID","SqlStatement","ExecuteDate","ActiveFlag"
"60","1","update tblSideNav set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblSideNav cms where q.KeyNameValue = cms.ID and q.TableName = 'tblSideNav' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"61","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblPage', 'PageID', PageID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblPage where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"62","1","delete tblPage_LIVE from tblDeploymentQueue_U q, tblPage_LIVE l where q.KeyNameValue = l.PageID and q.DeploymentJobID = 1 and q.TableName = 'tblPage' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"63","1","insert into tblPage_LIVE select fn_a.MarketID, fn_a.BusinessUnitID, fn_a.PageType, fn_a.PageTitle, fn_a.MetaKeywords, fn_a.MetaDescription, fn_a.PassthroughURL, fn_a.IsRequired, fn_a.IsReadOnly, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.PageID from tblPage fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.PageID and q.DeploymentJobID = 1 and q.TableName = 'tblPage' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"64","1","update tblPage_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblPage_LIVE l where q.KeyNameValue = l.PageID and q.TableName = 'tblPage' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"65","1","delete tblPage from tblDeploymentQueue_U q, tblPage cms where q.KeyNameValue = cms.PageID and q.DeploymentJobID = 1 and q.TableName = 'tblPage' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"66","1","update tblPage set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblPage cms where q.KeyNameValue = cms.PageID and q.TableName = 'tblPage' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"67","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblProduct', 'ProductID', ProductID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblProduct where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"68","1","delete tblProduct_LIVE from tblDeploymentQueue_U q, tblProduct_LIVE l where q.KeyNameValue = l.ProductID and q.DeploymentJobID = 1 and q.TableName = 'tblProduct' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"69","1","insert into tblProduct_LIVE select fn_a.BusinessUnitID, fn_a.ProductName, fn_a.ProductKeywords, fn_a.ProductBlurb, fn_a.ProductApprovals, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.ProductID from tblProduct fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.ProductID and q.DeploymentJobID = 1 and q.TableName = 'tblProduct' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"70","1","update tblProduct_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblProduct_LIVE l where q.KeyNameValue = l.ProductID and q.TableName = 'tblProduct' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"71","1","delete tblProduct from tblDeploymentQueue_U q, tblProduct cms where q.KeyNameValue = cms.ProductID and q.DeploymentJobID = 1 and q.TableName = 'tblProduct' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"72","1","update tblProduct set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblProduct cms where q.KeyNameValue = cms.ProductID and q.TableName = 'tblProduct' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"73","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblContentModule', 'ContentID', ContentID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblContentModule where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"74","1","delete tblContentModule_LIVE from tblDeploymentQueue_U q, tblContentModule_LIVE l where q.KeyNameValue = l.ContentID and q.DeploymentJobID = 1 and q.TableName = 'tblContentModule' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"75","1","insert into tblContentModule_LIVE select fn_a.Title, fn_a.Content, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.ContentID from tblContentModule fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.ContentID and q.DeploymentJobID = 1 and q.TableName = 'tblContentModule' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"76","1","update tblContentModule_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblContentModule_LIVE l where q.KeyNameValue = l.ContentID and q.TableName = 'tblContentModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"77","1","delete tblContentModule from tblDeploymentQueue_U q, tblContentModule cms where q.KeyNameValue = cms.ContentID and q.DeploymentJobID = 1 and q.TableName = 'tblContentModule' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"78","1","update tblContentModule set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblContentModule cms where q.KeyNameValue = cms.ContentID and q.TableName = 'tblContentModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"79","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblQuestionnaireModule', 'QuestionnaireModuleID', QuestionnaireModuleID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblQuestionnaireModule where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"80","1","delete tblQuestionnaireModule_LIVE from tblDeploymentQueue_U q, tblQuestionnaireModule_LIVE l where q.KeyNameValue = l.QuestionnaireModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblQuestionnaireModule' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"81","1","insert into tblQuestionnaireModule_LIVE select fn_a.BusinessUnitID, fn_a.Title, fn_a.Blurb, fn_a.ResponseEmail, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.QuestionnaireModuleID from tblQuestionnaireModule fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.QuestionnaireModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblQuestionnaireModule' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"82","1","update tblQuestionnaireModule_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblQuestionnaireModule_LIVE l where q.KeyNameValue = l.QuestionnaireModuleID and q.TableName = 'tblQuestionnaireModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"83","1","delete tblQuestionnaireModule from tblDeploymentQueue_U q, tblQuestionnaireModule cms where q.KeyNameValue = cms.QuestionnaireModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblQuestionnaireModule' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"84","1","update tblQuestionnaireModule set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblQuestionnaireModule cms where q.KeyNameValue = cms.QuestionnaireModuleID and q.TableName = 'tblQuestionnaireModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"85","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblQuestions', 'QuestionID', QuestionID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblQuestions where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"86","1","delete tblQuestions_LIVE from tblDeploymentQueue_U q, tblQuestions_LIVE l where q.KeyNameValue = l.QuestionID and q.DeploymentJobID = 1 and q.TableName = 'tblQuestions' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"87","1","insert into tblQuestions_LIVE select fn_a.QuestionnaireModuleID, fn_a.Question, fn_a.QuestOrder, fn_a.AnswerType, fn_a.PossibleResponses, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.QuestionID from tblQuestions fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.QuestionID and q.DeploymentJobID = 1 and q.TableName = 'tblQuestions' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"88","1","update tblQuestions_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblQuestions_LIVE l where q.KeyNameValue = l.QuestionID and q.TableName = 'tblQuestions' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"89","1","delete tblQuestions from tblDeploymentQueue_U q, tblQuestions cms where q.KeyNameValue = cms.QuestionID and q.DeploymentJobID = 1 and q.TableName = 'tblQuestions' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"90","1","update tblQuestions set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblQuestions cms where q.KeyNameValue = cms.QuestionID and q.TableName = 'tblQuestions' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"91","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblDocument', 'DocumentID', DocumentID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblDocument where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"92","1","delete tblDocument_LIVE from tblDeploymentQueue_U q, tblDocument_LIVE l where q.KeyNameValue = l.DocumentID and q.DeploymentJobID = 1 and q.TableName = 'tblDocument' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"93","1","insert into tblDocument_LIVE select fn_a.ProductID, fn_a.RegionID, fn_a.DocTitle, fn_a.DocPath, fn_a.ContentType, fn_a.DocumentType, fn_a.UploadDate, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.DocumentID from tblDocument fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.DocumentID and q.DeploymentJobID = 1 and q.TableName = 'tblDocument' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"94","1","update tblDocument_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblDocument_LIVE l where q.KeyNameValue = l.DocumentID and q.TableName = 'tblDocument' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"95","1","delete tblDocument from tblDeploymentQueue_U q, tblDocument cms where q.KeyNameValue = cms.DocumentID and q.DeploymentJobID = 1 and q.TableName = 'tblDocument' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"96","1","update tblDocument set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblDocument cms where q.KeyNameValue = cms.DocumentID and q.TableName = 'tblDocument' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"97","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblHeaderSideContentModule', 'HeaderSideContentModuleID', HeaderSideContentModuleID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblHeaderSideContentModule where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"98","1","delete tblHeaderSideContentModule_LIVE from tblDeploymentQueue_U q, tblHeaderSideContentModule_LIVE l where q.KeyNameValue = l.HeaderSideContentModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblHeaderSideContentModule' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"99","1","insert into tblHeaderSideContentModule_LIVE select fn_a.Title, fn_a.LineText1, fn_a.InternalLink1, fn_a.InternalLink1Type, fn_a.ExternalLink1, fn_a.LineText2, fn_a.InternalLink2, fn_a.InternalLink2Type, fn_a.ExternalLink2, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.HeaderSideContentModuleID from tblHeaderSideContentModule fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.HeaderSideContentModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblHeaderSideContentModule' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"100","1","update tblHeaderSideContentModule_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblHeaderSideContentModule_LIVE l where q.KeyNameValue = l.HeaderSideContentModuleID and q.TableName = 'tblHeaderSideContentModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"101","1","delete tblHeaderSideContentModule from tblDeploymentQueue_U q, tblHeaderSideContentModule cms where q.KeyNameValue = cms.HeaderSideContentModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblHeaderSideContentModule' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"102","1","update tblHeaderSideContentModule set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblHeaderSideContentModule cms where q.KeyNameValue = cms.HeaderSideContentModuleID and q.TableName = 'tblHeaderSideContentModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"103","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblImageModule', 'ImageModuleID', ImageModuleID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblImageModule where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:29","0"
"104","1","delete tblImageModule_LIVE from tblDeploymentQueue_U q, tblImageModule_LIVE l where q.KeyNameValue = l.ImageModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblImageModule' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:29","0"
"105","1","insert into tblImageModule_LIVE select fn_a.ImageID, fn_a.ImageType, fn_a.ImageOrder, fn_a.WelcomeImageID, fn_a.WelcomeTitle, fn_a.WelcomeLinkPageID, fn_a.WelcomeLinkPageIDList, fn_a.WelcomeLinkTextList, fn_a.RelatedImageModuleID, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.ImageModuleID from tblImageModule fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.ImageModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblImageModule' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"106","1","update tblImageModule_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblImageModule_LIVE l where q.KeyNameValue = l.ImageModuleID and q.TableName = 'tblImageModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"107","1","delete tblImageModule from tblDeploymentQueue_U q, tblImageModule cms where q.KeyNameValue = cms.ImageModuleID and q.DeploymentJobID = 1 and q.TableName = 'tblImageModule' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"108","1","update tblImageModule set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblImageModule cms where q.KeyNameValue = cms.ImageModuleID and q.TableName = 'tblImageModule' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"109","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblProductAttributeReln', 'ProdAttribRelnID', ProdAttribRelnID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblProductAttributeReln where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:30","0"
"110","1","delete tblProductAttributeReln_LIVE from tblDeploymentQueue_U q, tblProductAttributeReln_LIVE l where q.KeyNameValue = l.ProdAttribRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblProductAttributeReln' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"111","1","insert into tblProductAttributeReln_LIVE select fn_a.AttribTypeID, fn_a.ProductID, fn_a.AttribValue, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.ProdAttribRelnID from tblProductAttributeReln fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.ProdAttribRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblProductAttributeReln' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"112","1","update tblProductAttributeReln_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblProductAttributeReln_LIVE l where q.KeyNameValue = l.ProdAttribRelnID and q.TableName = 'tblProductAttributeReln' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"113","1","delete tblProductAttributeReln from tblDeploymentQueue_U q, tblProductAttributeReln cms where q.KeyNameValue = cms.ProdAttribRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblProductAttributeReln' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"114","1","update tblProductAttributeReln set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblProductAttributeReln cms where q.KeyNameValue = cms.ProdAttribRelnID and q.TableName = 'tblProductAttributeReln' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"115","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblDocumentModuleReln', 'DocumentModuleRelnID', DocumentModuleRelnID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblDocumentModuleReln where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:30","0"
"116","1","delete tblDocumentModuleReln_LIVE from tblDeploymentQueue_U q, tblDocumentModuleReln_LIVE l where q.KeyNameValue = l.DocumentModuleRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblDocumentModuleReln' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"117","1","insert into tblDocumentModuleReln_LIVE select fn_a.DocumentID, fn_a.LinkText, fn_a.SectionID, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.DocumentModuleRelnID from tblDocumentModuleReln fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.DocumentModuleRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblDocumentModuleReln' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"118","1","update tblDocumentModuleReln_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblDocumentModuleReln_LIVE l where q.KeyNameValue = l.DocumentModuleRelnID and q.TableName = 'tblDocumentModuleReln' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"119","1","delete tblDocumentModuleReln from tblDeploymentQueue_U q, tblDocumentModuleReln cms where q.KeyNameValue = cms.DocumentModuleRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblDocumentModuleReln' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"120","1","update tblDocumentModuleReln set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 0, LastModifiedDate = getdate() from tblDeploymentQueue_U q, tblDocumentModuleReln cms where q.KeyNameValue = cms.DocumentModuleRelnID and q.TableName = 'tblDocumentModuleReln' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"121","1","insert into tblDeploymentQueue_U (TableName, KeyName, KeyNameValue, RecordAction, DeploymentJobID, DeploymentDate, DeployedBy, ActiveFlag) select 'tblProductSearchAttribReln', 'ProdSearchAttribRelnID', ProdSearchAttribRelnID, case MarkedForDeletion when 1 then 'DELETE' else 'INSERT' end , 1, getdate(), 'System Administrator', 1 from tblProductSearchAttribReln where UPPER(WorkflowStatus) = 'PENDING DEPLOYMENT'","2007-03-18 21:51:30","0"
"122","1","delete tblProductSearchAttribReln_LIVE from tblDeploymentQueue_U q, tblProductSearchAttribReln_LIVE l where q.KeyNameValue = l.ProdSearchAttribRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblProductSearchAttribReln' and UPPER(q.RecordAction) in ('DELETE','INSERT') and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"123","1","insert into tblProductSearchAttribReln_LIVE select fn_a.SearchAttribTypeID, fn_a.ProductID, fn_a.PublishDate, fn_a.ExpirationDate, fn_a.WorkflowStatus, fn_a.LastModifiedDate, fn_a.LastModifiedBy, fn_a.ActiveFlag, fn_a.MarkedForDeletion, fn_a.DeploymentJobID, fn_a.ProdSearchAttribRelnID from tblProductSearchAttribReln fn_a, tblDeploymentQueue_U q where q.KeyNameValue = fn_a.ProdSearchAttribRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblProductSearchAttribReln' and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"124","1","update tblProductSearchAttribReln_LIVE set MarkedForDeletion = 0, WorkflowStatus = 'LIVE', DeploymentJobId = 1 from tblDeploymentQueue_U q, tblProductSearchAttribReln_LIVE l where q.KeyNameValue = l.ProdSearchAttribRelnID and q.TableName = 'tblProductSearchAttribReln' and q.DeploymentJobID = 1 and UPPER(q.RecordAction) = 'INSERT' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
"125","1","delete tblProductSearchAttribReln from tblDeploymentQueue_U q, tblProductSearchAttribReln cms where q.KeyNameValue = cms.ProdSearchAttribRelnID and q.DeploymentJobID = 1 and q.TableName = 'tblProductSearchAttribReln' and UPPER(q.RecordAction) = 'DELETE' and q.ActiveFlag = 1","2007-03-18 21:51:30","0"
